C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 32,ferryt.1,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
3.9,2.32,0.353,0.1,0.0,0.0,1.54,0.03,4,0.0,50.3,0.0,0,100,6,0,AN,0.004045,0.00138,0.00044,100.0,3.88796,0.0,65.63524,2,0,0,6,3,2,0,100,,6.132209,2.001208,0.004045,0.00138,0.00044,19.73516,1.823801,0.002794,110.60276
3.94,2.56,0.172,0.0,0.001,4.24,1.06,1.84,11,0.0,23.7,3.2,0,16,5,0,FP,94.95399,2.14809,95.98867,3.62247,4.499739,0.0,127.44672,10,100,0,99,16,98,0,100,,2.2e-05,7.618907,20.226267,0.00138,0.00044,100.0,5.497142,0.0,114.54134
3.88,2.33,0.11,0.0,0.0,0.54,0.0,0.04,3,0.0,2.1,20.9,0,0,5,0,AN,7.882575,4.682444,95.98867,100.0,2.849765,0.0,90.72573,8,0,0,99,97,0,0,100,,2.2e-05,2.2e-05,0.004045,0.00138,0.00044,16.6129,5.929344,0.0,130.76598
3.69,2.39,0.021,0.0,0.0,0.0,0.0,0.0,9,0.0,1.3,13.1,96,49,0,0,AN,18.198569,12.057848,0.00044,100.0,5.316936,0.0,104.34093,8,11,0,21,7,0,0,103,,2.2e-05,21.578405,13.991454,6.97979,4.952043,22.83278,5.90598,0.0,91.55241
4.24,2.67,0.389,0.07,0.0,0.0,2.4,2.24,12,0.0,99.0,7.5,0,6,4,0,M,94.95399,12.208188,1.576201,0.0,0.458799,0.0,112.96544,0,0,0,8,0,90,0,147,,37.861466,5.681373,0.004045,0.00138,0.793271,10.16354,3.935567,0.121504,80.02297
3.31,2.43,0.256,0.0,0.0,0.48,0.0,0.0,3,0.0,0.0,0.0,0,5,6,0,M,94.95399,0.00138,0.00044,20.29268,0.000289,0.107463,107.81873,0,0,0,0,11,6,0,109,,4.399988,2.2e-05,94.95399,13.574456,3.953186,0.0,3.547887,0.0,133.14177
3.73,2.73,0.263,0.03,0.0,0.22,21.04,0.0,13,0.0,23.2,5.5,0,8,0,0,AN,17.890432,2.909843,0.00044,2.15161,0.000289,0.0,65.22827,0,0,0,99,0,0,0,104,,0.820986,3.360489,0.004045,0.00138,4.410377,13.61473,3.058622,0.178465,107.97914
2.84,2.73,0.414,0.0,0.005,0.0,3.81,0.0,18,0.0,19.7,60.0,2,10,6,0,M,94.95399,26.04434,3.158627,11.3864,98.07675,0.195819,81.80044,0,26,9,99,0,98,0,100,,1.45448,2.2e-05,0.004045,14.17558,95.98867,0.0,0.455683,0.172696,138.39025
3.54,2.43,0.135,0.0,0.001,0.15,3.89,0.0,5,24.8,99.0,0.8,0,0,55,0,M,14.27677,11.807104,6.451008,14.27537,0.054986,0.0,122.65458,12,55,1,2,97,0,0,100,,2.2e-05,2.2e-05,94.95399,4.224633,2.180937,23.44205,4.493098,0.204849,103.91237
3.04,2.48,0.274,0.0,0.005,0.0,0.0,0.95,24,6.6,94.7,0.0,1,0,0,0,AF,16.518807,13.149409,0.00044,0.0,0.000289,0.0,102.60319,0,0,0,0,6,98,0,100,,4.402498,2.2e-05,17.725751,0.00138,2.249654,100.0,1.980002,0.163884,117.75078
4.13,2.33,0.02,0.02,0.0,0.23,0.0,0.0,6,0.0,99.0,0.0,6,70,6,0,AN,24.062282,0.00138,95.98867,24.41084,1.490438,0.0,80.83615,0,0,0,99,97,0,0,100,,2.2e-05,4.293086,6.398124,54.81884,0.00044,90.30392,98.07675,0.160719,80.02297
3.67,2.73,0.02,0.0,0.0,3.86,0.0,1.55,8,0.0,19.6,4.4,0,19,7,0,M,11.903781,11.720576,0.00044,20.32052,1.578171,0.217072,37.19177,0,17,53,99,0,98,0,100,,2.2e-05,4.964024,47.943634,12.453983,6.235448,86.60682,0.000289,0.140088,90.8552
3.92,2.44,0.02,0.0,0.0,0.05,0.62,0.13,22,0.0,0.0,14.7,0,5,4,0,M,16.35759,0.00138,5.327935,98.66332,2.857487,0.101686,117.48797,0,12,0,99,86,0,0,100,,2.2e-05,5.980482,94.95399,0.00138,6.308021,21.58411,2.964343,0.0,80.02297
3.71,2.67,0.02,0.01,0.0,0.0,0.0,0.22,16,5.9,0.0,9.3,3,0,0,0,AN,11.316657,4.032957,0.00044,12.00931,0.671073,0.0,99.91821,0,0,0,7,15,0,0,147,,33.936888,5.514396,67.734923,0.00138,3.76425,100.0,3.326017,0.0,80.02297
4.06,2.44,0.049,0.0,0.0,0.67,0.0,0.0,16,0.0,22.6,4.5,0,0,0,0,AN,23.499454,0.00138,0.00044,0.0,98.07675,0.0,108.55208,0,0,0,99,92,2,0,100,,2.2e-05,3.59168,45.214103,57.12141,0.00044,83.48899,83.859266,0.149445,123.76306
3.73,2.44,0.202,0.11,0.0,0.45,1.22,1.18,3,29.6,99.0,6.3,3,11,5,0,M,2.110496,0.00138,3.875725,4.96544,26.031598,0.0,105.10644,10,0,7,2,0,0,0,100,,1.246236,2.2e-05,94.95399,7.337359,2.11238,97.44281,0.000289,0.0,124.9944
3.24,2.35,1.355,0.06,0.0,0.0,17.33,2.18,13,0.0,0.0,6.5,0,0,7,0,AN,8.367964,0.00138,93.089366,8.55809,0.000289,0.104528,122.431,0,19,9,99,10,4,0,100,,5.079782,0.341837,0.004045,53.735461,0.00044,23.33451,0.000289,0.15709,95.08495
3.06,2.73,0.02,0.0,0.006,0.0,18.6,0.81,16,0.0,99.0,3.4,5,100,1,0,AF,94.95399,1.739882,0.00044,10.88129,0.000289,0.0,35.60635,0,0,0,99,89,0,0,127,,2.2e-05,2.2e-05,11.125619,3.933306,95.98867,87.366,2.174997,0.110212,91.60643
3.9,2.08,0.401,0.0,0.0,0.41,20.14,0.06,8,0.0,0.0,0.0,0,100,7,0,M,7.88668,10.094886,3.785302,95.58102,5.87703,0.088603,111.74768,45,12,0,0,15,6,0,100,,2.2e-05,3.891474,15.948244,10.312767,3.455421,11.64012,4.986389,0.0,80.02297
3.09,2.5,0.114,0.0,0.0,0.0,0.42,1.19,8,0.0,19.2,0.0,0,17,0,0,AN,70.509696,6.701311,26.228846,0.0,3.981298,0.664243,35.60635,0,26,4,5,18,98,0,110,,2.181555,1.200825,0.004045,0.00138,0.00044,0.0,0.594449,0.024398,95.73032
3.88,2.28,0.215,0.0,0.0,0.0,0.0,0.0,21,4.3,92.9,0.1,3,14,100,0,AN,94.95399,57.12141,0.968386,19.40623,3.445368,0.197775,129.72465,6,22,22,99,12,4,0,100,,35.882647,2.2e-05,0.004045,2.295225,0.00044,22.76899,6.093626,0.219225,115.85009
3.74,2.08,0.039,0.0,0.0,0.0,0.0,0.98,24,0.0,0.0,8.7,7,2,100,0,AN,0.004045,9.276316,6.253303,13.91653,0.000289,0.0,89.23932,3,0,0,99,72,0,0,100,,2.2e-05,2.2e-05,13.970302,0.00138,0.00044,16.34343,5.753934,0.198423,108.34401
2.73,2.68,0.39,0.0,0.0,0.0,1.22,0.0,10,0.0,83.9,9.4,6,7,47,0,M,20.637694,12.439539,5.471249,0.0,0.000289,0.010026,138.50368,4,0,9,99,54,0,0,100,,59.236436,2.2e-05,7.5134,16.543983,2.40688,0.0,2.189383,0.120127,114.46781
3.26,2.25,0.261,0.0,0.0,0.0,0.75,1.21,3,0.0,99.0,0.0,0,13,6,0,FP,94.95399,0.00138,95.98867,100.0,0.000289,0.0,136.97764,13,11,1,99,97,5,0,100,,23.284237,2.2e-05,94.95399,0.00138,4.18277,2.64702,5.615987,0.076677,107.08822
3.9,2.51,0.382,0.0,0.0,0.0,2.69,0.39,3,0.0,22.0,0.0,0,12,100,0,AN,0.004045,6.472123,1.361097,78.34239,24.514944,0.073726,113.94018,0,0,1,2,97,3,0,133,,2.2e-05,3.508966,94.95399,0.00138,5.900464,100.0,2.445167,0.157674,98.2098
2.92,2.43,0.158,0.0,0.004,0.32,0.0,0.0,16,0.6,20.5,1.7,2,0,0,0,AF,94.95399,0.00138,0.00044,88.98918,0.000289,0.0,88.77602,0,0,0,84,97,6,0,100,,2.2e-05,2.2e-05,23.071222,7.064482,65.645207,5.07032,0.000289,0.0,100.90986
2.89,2.7,0.054,0.0,0.0,0.0,0.0,0.0,17,3.9,16.6,0.0,3,0,1,0,AN,23.760462,13.407371,6.69879,0.0,0.433758,0.0,70.61747,0,26,0,99,94,98,0,135,,2.2e-05,55.239198,17.588677,0.00138,6.024069,0.0,0.000289,0.121749,123.62642
3.08,2.73,0.107,0.0,0.0,0.33,12.15,0.0,11,0.0,0.0,0.0,0,3,2,0,M,0.004045,0.00138,95.98867,19.32071,0.000289,0.0,91.76525,0,10,6,5,97,3,0,100,,1.609763,2.2e-05,21.406241,0.00138,7.808456,0.0,0.000289,0.166453,82.85474
3.01,2.23,0.256,0.07,0.0,0.0,19.37,0.55,24,2.9,27.9,3.6,6,0,7,0,AN,25.981439,1.558105,0.00044,100.0,6.225842,0.0,122.45823,0,100,0,3,0,6,0,111,,2.2e-05,6.311841,20.800882,2.331541,0.00044,7.51363,5.862921,0.118579,101.59674
2.73,2.34,0.43,0.01,0.007,0.0,12.04,2.03,24,0.0,99.0,7.6,39,2,100,0,AF,14.231298,0.304005,1.739744,0.0,0.000289,0.024668,107.85837,9,0,9,99,0,5,0,158,,58.203896,2.2e-05,48.18112,9.424549,3.942717,0.0,0.000289,0.0,80.02297
3.0,2.73,0.02,0.06,0.003,0.0,8.41,0.0,10,0.3,21.6,6.7,5,78,2,0,FP,18.629429,3.635285,2.441849,90.87193,0.000289,0.0,128.62114,0,100,10,0,9,4,0,102,,6.491534,2.2e-05,21.053417,7.93964,95.98867,18.53816,1.038606,0.210511,102.60245
3.35,2.3,0.32,0.0,0.001,0.82,8.4,0.0,24,4.4,11.2,14.6,0,1,100,0,FP,18.6585,0.00138,4.922797,0.0,0.000289,0.039371,129.42488,1,82,6,99,18,98,0,100,,23.381688,2.2e-05,8.312741,53.775398,1.898142,0.0,0.000289,0.136047,80.02297
3.2,2.7,0.252,0.15,0.0,0.0,0.0,0.05,24,4.1,25.4,0.0,0,0,0,0,AN,8.192909,3.403592,0.00044,78.90978,0.088788,0.0,132.11141,8,0,0,4,0,98,0,100,,2.2e-05,0.858951,13.476309,1.816599,2.597823,6.6455,0.080157,0.030818,80.02297
3.11,2.73,0.079,0.13,0.0,1.18,0.0,0.59,11,1.6,44.4,0.0,0,18,83,0,AF,22.254964,12.453707,7.072432,0.0,0.000289,0.083913,141.57049,3,0,6,99,0,0,0,100,,62.46501,2.2e-05,93.853011,0.00138,95.98867,0.0,0.000289,0.179603,93.8467
3.76,2.44,0.058,0.0,0.003,0.0,3.11,0.0,20,3.1,24.3,0.8,0,67,39,0,AN,94.95399,0.887517,0.00044,18.87402,0.000289,0.0,77.67364,9,86,1,0,97,4,0,100,,2.2e-05,2.2e-05,15.874962,12.494381,0.00044,0.0,1.128119,0.188332,132.24426
3.05,2.52,0.277,0.15,0.003,0.0,0.0,0.0,12,0.0,60.6,4.9,0,100,3,0,FP,78.467231,0.00138,0.00044,10.61866,0.000289,0.221834,84.8485,0,0,0,0,0,98,0,100,,2.124043,0.765241,0.004045,0.00138,65.938851,100.0,72.07239,0.147351,83.39917
4.24,2.73,0.456,0.0,0.001,0.0,21.04,0.0,8,0.4,99.0,27.2,0,0,4,0,FP,31.049968,7.292321,1.425149,18.26853,8.630842,0.0,61.28145,0,0,3,6,0,1,0,161,,38.666123,1.822189,14.394696,9.898874,7.364886,0.0,55.490904,0.084514,109.50644
3.91,2.23,0.412,0.0,0.0,0.0,1.43,0.66,3,0.0,11.1,0.0,0,0,5,0,M,25.318985,0.00138,0.00044,17.36162,0.291364,0.0,95.62748,2,100,9,3,22,4,0,100,,4.735123,2.2e-05,91.0416,7.188241,4.399858,18.02148,5.843398,0.049626,80.02297
3.57,2.73,0.022,0.09,0.0,0.14,21.04,1.03,20,0.0,36.0,0.0,26,13,61,0,M,88.161532,6.304971,2.588452,3.37159,2.693054,0.065221,66.33218,27,12,0,99,11,0,0,100,,51.355271,2.2e-05,77.943094,0.00138,4.899949,22.00547,4.296283,0.065727,113.2919
3.57,2.28,0.134,0.0,0.0,0.0,3.4,1.8,24,0.0,7.3,0.0,2,0,1,0,AN,94.95399,0.00138,2.098012,0.0,4.188953,0.0,125.01639,0,0,0,7,22,3,0,100,,2.399584,6.544718,94.95399,6.77188,0.00044,89.36653,0.000289,0.036898,80.27603
3.06,2.25,0.041,0.0,0.0,0.0,2.58,0.1,10,19.5,18.6,21.5,0,10,6,0,AF,0.004045,0.00138,0.00044,0.0,0.000289,0.0,35.60635,0,0,6,0,4,2,0,100,,2.2e-05,0.430316,94.95399,0.00138,71.264189,0.0,0.000289,0.0,80.02297
3.23,2.6,0.377,0.0,0.001,0.0,1.54,0.06,9,19.3,0.0,8.4,5,14,0,0,AF,16.922798,10.087178,6.555883,9.16088,0.000289,0.0,97.68693,3,12,0,99,1,23,0,123,,2.2e-05,2.718954,20.286519,0.00138,95.98867,0.0,4.791567,0.0,80.02297
3.17,2.62,1.39,0.0,0.005,0.21,0.0,1.53,8,2.0,16.4,0.0,5,0,0,0,AF,48.93497,11.256986,6.672653,21.1206,5.332286,0.109341,128.46932,10,4,2,0,4,0,0,100,,2.2e-05,22.348543,94.95399,0.00138,0.00044,69.25883,55.177044,0.07608,118.00105
2.99,2.22,0.136,0.0,0.007,0.0,0.49,0.83,3,0.6,3.7,8.0,96,0,6,0,M,94.95399,9.703826,4.404231,100.0,4.20453,0.0,53.394,0,14,3,1,21,0,0,100,,2.2e-05,2.2e-05,17.446933,9.212464,1.266223,0.0,2.908119,0.0,123.94576
3.36,2.42,0.423,0.05,0.0,0.0,21.04,0.0,14,6.7,0.0,1.3,6,18,5,0,AN,29.449776,9.123757,0.00044,11.31957,4.920748,0.0,73.05195,0,4,0,82,11,97,0,100,,2.2e-05,2.2e-05,50.070037,57.12141,1.939716,20.02043,3.980827,0.195692,90.2296
2.99,2.58,0.396,0.11,0.003,0.0,0.0,0.08,16,6.8,7.5,0.0,0,13,5,0,AN,4.745463,4.766653,5.236558,0.0,0.000289,0.131174,80.1159,8,4,0,6,78,16,0,100,,2.2e-05,6.957483,0.004045,57.12141,0.00044,0.0,0.000289,0.212154,95.99284
4.24,2.2,0.122,0.0,0.0,0.0,1.42,0.0,8,0.0,14.1,0.0,48,8,0,0,M,32.144114,0.00138,5.519455,8.33696,98.07675,0.06267,35.60635,0,3,0,99,87,98,0,100,,0.97567,2.423851,0.004045,0.00138,6.731425,11.77124,5.020212,0.14727,80.02297
3.54,2.51,0.317,0.0,0.001,0.0,21.04,0.58,16,0.0,25.8,0.0,0,12,0,0,M,0.004045,4.083822,7.456074,2.9884,1.370389,0.128919,35.60635,7,2,53,99,0,50,0,108,,2.2e-05,0.205663,0.004045,0.00138,6.571699,0.0,4.483848,0.168982,137.74416
2.94,2.23,0.195,0.0,0.0,0.0,0.0,2.3,17,0.0,22.5,0.0,0,48,4,0,AN,6.983225,8.679358,0.00044,0.0,0.000289,0.0,118.27296,5,0,0,0,95,98,0,108,,2.2e-05,2.2e-05,94.95399,0.00138,6.407221,6.59114,5.996347,0.0,134.38787
3.07,2.21,0.454,0.0,0.006,0.0,0.0,0.22,13,2.2,0.9,1.1,6,19,2,0,AN,12.249127,1.015865,0.00044,100.0,0.000289,0.0,76.05945,0,11,27,7,16,0,0,100,,2.2e-05,0.287014,0.004045,7.353609,2.875321,4.41513,0.08368,0.214382,90.31809
3.2,2.35,0.205,0.15,0.0,0.0,0.0,0.0,10,3.6,0.0,8.1,6,0,5,0,AN,0.004045,0.00138,0.00044,100.0,1.198304,0.06834,124.15189,0,13,0,5,7,5,0,100,,4.77758,2.2e-05,0.004045,0.00138,0.00044,8.9246,2.186634,0.176127,87.09829
4.09,2.27,0.27,0.0,0.001,0.0,21.04,0.0,3,5.1,26.0,2.0,0,20,22,0,AN,22.083606,4.979217,4.28936,14.16448,1.314364,0.0,127.0534,0,10,0,99,97,2,0,100,,2.2e-05,5.089325,33.750557,0.00138,2.797493,21.40949,5.96662,0.087155,80.02297
3.02,2.08,0.315,0.07,0.0,1.45,0.0,0.0,5,3.3,24.9,3.1,0,71,6,0,M,0.004045,5.283998,3.290417,20.54201,5.035645,0.0,94.97125,11,100,9,0,0,0,0,100,,0.789618,3.788614,0.004045,2.084314,0.00044,79.79474,0.000289,0.196532,139.91041
3.81,2.43,0.652,1.48,0.004,0.0,0.0,0.0,16,2.0,26.0,53.3,6,100,4,0,M,2.979672,8.9939,2.11465,16.36977,4.645894,0.101837,39.09,0,0,3,14,80,0,0,100,,2.2e-05,2.2e-05,7.960518,10.48059,0.00044,4.56309,0.000289,0.0,80.02297
3.07,2.57,0.335,0.0,0.0,0.0,0.0,2.44,24,46.8,14.4,3.7,2,0,100,0,FP,94.95399,2.16861,95.98867,0.0,0.000289,0.048917,137.71257,0,0,9,1,0,5,0,103,,2.2e-05,2.2e-05,24.149088,8.778983,1.44623,0.0,1.71,0.029582,89.46924
3.03,2.1,0.193,0.07,0.0,0.0,10.51,0.0,18,13.3,21.6,0.0,96,100,7,0,AN,30.279903,31.891138,6.912312,0.0,5.970705,0.058675,84.73259,0,0,0,12,18,5,0,100,,2.2e-05,2.2e-05,6.538687,12.998843,46.634062,0.0,0.017881,0.063997,80.02297
3.3,2.28,0.035,0.0,0.001,0.0,0.0,0.0,6,35.9,11.7,10.2,6,49,0,0,AN,17.324226,4.386803,0.892962,0.0792,4.612218,0.0,74.92617,0,14,0,0,18,4,0,100,,2.2e-05,2.2e-05,94.95399,0.00138,4.276536,93.84624,5.313902,0.139144,111.87436
2.81,2.45,0.241,0.12,0.0,0.0,4.74,0.09,7,0.0,25.7,0.0,0,0,6,0,M,2.246534,0.00138,4.190097,0.0,4.564839,0.114116,124.8447,0,18,7,99,4,2,0,100,,2.2e-05,6.735989,0.004045,12.842566,0.00044,67.22157,0.000289,0.205774,94.08405
4.01,2.41,0.02,0.0,0.0,0.1,0.0,1.91,3,0.0,80.4,6.5,0,100,3,0,M,12.434947,0.00138,7.329857,100.0,3.342458,0.135879,131.88437,0,0,4,65,8,28,0,100,,2.779879,5.040777,24.532795,0.089039,7.092409,4.90314,0.000289,0.0,87.18778
3.39,2.22,0.02,0.0,0.0,0.0,14.9,0.83,18,1.9,9.2,42.2,0,18,6,0,M,13.567647,5.493613,0.00044,0.0,0.000289,0.139229,79.46332,0,2,2,99,20,98,0,100,,11.291785,2.2e-05,55.941827,11.964854,95.98867,22.61316,0.943331,0.079809,80.02297
3.74,2.44,0.291,0.0,0.002,0.0,16.59,1.39,9,0.0,24.6,0.0,0,0,0,0,M,89.122097,0.00138,3.855783,0.0,0.000289,0.0,116.75345,10,0,0,0,0,98,0,100,,2.2e-05,2.2e-05,11.134651,0.00138,6.785072,22.55134,6.063969,0.026271,118.67159
3.35,2.73,0.147,0.0,0.0,0.28,0.0,1.04,3,0.0,23.8,0.0,0,0,0,0,M,83.277374,1.93924,1.420944,1.51804,0.000289,0.0,123.0533,6,81,0,99,0,98,0,100,,2.2e-05,25.218244,17.902385,7.483577,7.120506,7.83983,4.624414,0.0,92.99242
2.88,2.55,0.28,0.0,0.0,0.14,21.04,2.44,3,0.0,17.1,0.0,0,0,6,0,FP,94.95399,0.00138,0.00044,97.9882,4.809743,0.006564,82.75092,0,23,0,2,89,5,0,100,,2.2e-05,2.573538,11.698642,5.744559,1.954244,0.0,0.000289,0.0,97.86228
3.06,2.47,0.386,0.0,0.0,0.0,19.34,0.0,14,0.0,66.5,6.8,0,1,17,0,AF,94.95399,13.327463,2.227664,0.0,1.910857,0.0,134.20667,0,70,0,3,97,0,0,103,,33.93529,2.2e-05,0.004045,0.00138,0.00044,100.0,6.207818,0.117203,129.91234
3.02,2.29,0.369,0.0,0.006,0.13,0.0,1.9,24,0.0,22.3,0.9,7,15,7,0,M,22.553347,9.85577,1.643074,8.68288,0.000289,0.030673,93.02897,7,5,0,4,15,2,0,100,,2.2e-05,2.2e-05,7.975038,5.060022,2.467154,100.0,6.18719,0.0,80.02297
3.71,2.73,0.292,0.0,0.0,0.42,0.0,0.0,11,0.0,21.8,0.0,0,0,1,0,AF,2.101282,6.715505,0.00044,15.4993,0.000289,0.079339,94.39732,7,5,0,0,0,1,0,100,,62.46501,1.805697,94.95399,0.00138,3.776408,100.0,4.611528,0.0,121.31846
3.86,2.08,0.326,0.03,0.0,0.0,12.68,0.0,24,18.5,0.0,0.0,0,15,4,0,FP,79.124403,0.00138,0.00044,100.0,0.000289,0.03563,144.89948,0,0,0,6,0,61,0,105,,53.526225,2.056154,94.95399,0.00138,1.410217,0.0,5.80091,0.207523,121.89885
3.11,2.73,0.167,0.0,0.0,0.44,0.0,2.44,21,0.0,17.7,1.7,4,100,2,0,AN,0.004045,12.554708,0.00044,100.0,0.000289,0.178738,121.1315,0,12,1,17,72,0,0,100,,2.045403,58.886964,17.883347,0.00138,0.00044,73.62442,0.000289,0.141917,118.1539
3.32,2.73,0.02,0.0,0.007,0.31,0.0,2.44,5,2.2,22.0,0.0,0,0,6,0,M,94.95399,0.00138,0.00044,20.85306,0.147174,0.0,100.47214,2,0,0,45,7,5,0,100,,3.396375,62.46501,14.149322,2.548125,0.00044,0.0,0.000289,0.578895,97.55168
3.24,2.19,0.462,0.01,0.0,0.0,0.23,0.0,10,0.0,23.8,0.5,3,11,6,0,AF,25.699194,9.017523,1.637381,0.0,0.000289,0.120082,139.25555,0,23,0,99,0,98,0,148,,2.2e-05,1.550695,6.980704,0.00138,0.00044,4.51758,4.396549,0.115376,130.5569
3.11,2.27,0.02,0.0,0.0,0.0,0.0,0.0,17,0.0,16.9,0.0,5,0,0,0,M,19.280592,6.828033,0.00044,14.75459,0.000289,0.0,35.60635,0,0,8,24,15,98,0,100,,2.2e-05,0.132998,94.95399,0.00138,5.244638,18.80978,0.000289,0.186718,94.3888
2.82,2.73,0.02,0.0,0.005,0.0,0.18,0.0,15,6.8,14.7,1.3,0,15,7,0,AN,94.95399,0.00138,7.428094,0.0,0.000289,0.095626,141.94394,3,28,0,59,93,98,0,100,,0.614635,2.2e-05,94.95399,0.00138,0.00044,0.0,5.237802,0.0,109.74864
3.06,2.67,0.369,0.0,0.0,0.0,16.6,0.19,3,1.7,14.8,2.2,0,0,41,0,AF,94.95399,0.00138,3.521006,68.53934,0.000289,0.0,87.98513,0,12,0,2,0,3,0,160,,2.2e-05,62.46501,0.004045,13.957938,4.90985,0.0,0.000289,0.0,94.82969
3.24,2.4,0.214,0.03,0.004,0.0,0.59,0.0,8,4.1,99.0,0.0,5,0,6,0,M,10.742054,0.00138,1.829118,0.0,5.756767,0.066631,109.92509,7,23,0,99,62,0,0,100,,2.2e-05,1.670639,0.004045,13.600492,4.013175,7.2134,5.054035,0.182193,84.99935
3.82,2.24,0.372,0.0,0.0,0.0,0.0,0.0,3,3.0,33.1,0.0,0,100,0,0,FP,3.806617,11.240575,0.056097,17.11475,0.000289,0.0,131.58985,11,20,2,5,22,98,0,100,,2.2e-05,2.2e-05,22.387421,8.819039,95.98867,3.48956,0.000289,0.0,91.27995
3.2,2.27,0.02,0.0,0.0,0.44,0.0,0.0,8,20.8,14.8,2.8,0,42,7,0,AN,24.299853,0.00138,0.00044,0.0,2.543291,0.086414,125.63605,0,6,33,57,10,5,0,100,,61.995783,1.300891,16.37805,13.142915,0.00044,0.0,0.000289,0.136071,80.02297
4.0,2.35,0.433,0.0,0.0,0.47,10.87,0.09,10,0.0,13.9,0.0,0,0,6,0,AN,15.077637,6.973196,0.009226,16.94278,2.097098,0.197669,80.60388,10,71,11,7,97,2,0,100,,8.553272,0.879359,94.95399,4.399725,1.583931,0.0,0.000289,0.0,80.02297
3.66,2.34,0.404,0.0,0.002,0.28,19.82,2.44,9,0.0,20.8,7.3,0,6,6,0,AF,94.95399,0.00138,66.792484,0.0,5.875449,0.0,76.76272,0,11,0,6,16,3,0,100,,2.2e-05,2.827022,0.004045,13.328983,0.00044,0.0,88.969017,0.0,92.22911
2.85,2.27,0.228,0.0,0.0,0.16,0.0,0.21,3,0.0,16.1,0.0,0,0,100,0,M,14.237881,5.002456,5.10408,0.89012,1.064764,0.0,116.15231,12,11,11,0,18,2,0,100,,2.2e-05,2.2e-05,2.356977,0.327691,95.98867,88.75637,5.105928,0.110371,107.53746
3.02,2.5,0.357,0.0,0.0,0.0,9.06,0.27,15,1.5,22.4,1.2,3,0,6,0,AN,18.739212,0.769612,4.641769,1.4478,2.455998,0.0,75.26281,0,19,0,3,97,0,0,109,,2.2e-05,2.2e-05,10.771956,0.00138,2.02998,0.0,6.141282,0.018789,113.34434
3.16,2.4,0.149,0.07,0.0,0.0,2.07,0.0,11,6.5,27.2,7.1,7,0,1,0,AF,13.565344,9.595542,3.218592,0.0,1.269345,0.0,115.28886,0,11,0,4,97,1,0,101,,2.2e-05,5.50383,0.307142,8.89107,95.98867,15.99893,98.07675,0.0,80.02297
3.02,2.08,0.399,0.0,0.006,0.0,1.65,0.0,24,27.3,99.0,6.8,86,100,6,0,AF,94.95399,4.827206,0.00044,0.0,0.456816,0.0,96.49728,0,22,0,0,14,98,0,100,,3.800782,2.2e-05,26.062314,2.629805,0.00044,4.32584,3.526327,0.0,122.98929
3.73,2.42,0.209,0.0,0.0,0.0,0.31,2.44,3,0.0,19.3,8.1,0,100,5,0,M,24.260693,9.412531,0.00044,0.0,0.000289,0.078926,111.74854,9,21,8,0,15,2,0,100,,2.2e-05,2.2e-05,17.402316,0.082853,0.00044,2.79675,6.061685,0.0,103.36904
3.4,2.45,0.229,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.3,0,0,0,0,AF,21.0086,2.073499,0.00044,14.23319,0.000289,0.0,104.87996,6,60,10,0,90,0,0,128,,2.550656,2.2e-05,22.444097,10.297512,95.98867,0.0,98.07675,0.0,125.21646
3.58,2.7,0.02,0.0,0.0,0.0,0.0,0.0,4,6.5,72.1,0.0,0,11,7,0,M,0.004045,0.00138,6.990207,25.02687,0.000289,0.0,84.5539,12,22,3,2,0,0,0,100,,2.2e-05,2.404414,94.95399,0.00138,0.045811,4.41574,0.000289,0.134174,133.15335
2.97,2.62,1.39,0.01,0.0,0.0,0.92,0.0,10,12.8,33.1,0.0,2,60,6,0,AN,94.95399,0.00138,4.066062,18.56291,0.000289,0.0,59.98513,0,0,0,99,15,0,0,100,,2.2e-05,2.724418,9.831992,0.00138,0.00044,0.0,0.000289,0.146676,112.99192
3.97,2.33,0.18,0.0,0.0,0.0,1.03,0.0,5,5.2,99.0,0.0,0,0,3,0,M,0.004045,0.00138,4.086182,6.82138,5.074854,0.0,83.14418,19,0,6,39,97,98,0,100,,2.2e-05,29.783074,94.95399,12.36682,2.148922,97.24898,1.470003,0.207074,106.53579
3.19,2.73,0.02,0.11,0.0,0.32,0.0,0.0,3,3.4,24.9,0.0,2,0,2,0,M,0.004045,0.438102,95.98867,0.0,0.000289,0.031728,98.90425,10,0,1,0,0,98,0,100,,35.780988,0.193891,25.201617,10.848985,8.005233,100.0,4.251317,0.024762,80.02297
3.34,2.48,0.02,0.0,0.001,0.0,6.15,0.15,24,0.0,18.4,8.3,0,10,6,0,AN,94.95399,0.00138,1.634898,100.0,4.3136,0.133264,93.70171,62,21,0,3,14,0,0,100,,2.2e-05,3.963039,31.269451,9.177459,0.00044,0.0,3.91883,0.180131,123.10324
